date,Industry,NumberOfEmployee,high,open,low,close,volume,EmployeeIncreasePercentage,oi
12/1/2011,Information and Communications,104.5,6157,2.39,41.6,0.6,0.1,0.000957854,0
12/1/2011,Financial and Insurance Services,176.7,7971,3.35,41.1,0.2,-3.5,-0.019422863,0
12/1/2011,Real Estate Services,83.6,3278,2.08,44,1.7,1.8,0.02200489,0
12/1/2011,Professional Services,198.5,6133,2.29,42.9,1.6,7.1,0.037095089,0
12/1/2011,Administrative and Support Services,167.2,2220,1.05,48.1,5,-24.2,-0.126436782,0
12/1/2011,Community & Personal Services,673.8,4992,2.46,42.2,0.6,8.4,0.012623986,0
3/1/2012,Manufacturing,525.6,4904,2.54,50.1,7,2.1,0.004011461,0
3/1/2012,Construction,411.4,3628,1.42,53,8.1,8.7,0.021604172,0
3/1/2012,Wholesale & Retail Trade,457.2,4348,2.15,43.8,1.7,0.7,0.001533406,0
3/1/2012,Transportation and Storage,211.2,4357,2.35,46,3.3,2.1,0.010043042,0
3/1/2012,Accomodation and Food Services,208.5,1674,1.31,41.9,1.5,-0.6,-0.00286944,0
3/1/2012,Information and Communications,104.3,6165,2.32,41.5,0.5,-0.2,-0.001913876,0
3/1/2012,Financial and Insurance Services,176.6,10252,3.12,41.1,0.2,-0.1,-0.000565931,0
3/1/2012,Real Estate Services,85.5,3426,1.9,44.5,1.9,1.9,0.022727273,0
3/1/2012,Professional Services,198,6102,2.09,43.1,1.6,-0.5,-0.002518892,0
3/1/2012,Administrative and Support Services,170.7,2225,0.97,49.1,6.1,3.5,0.020933014,0
3/1/2012,Community & Personal Services,682.6,4405,2.36,42.2,0.6,8.8,0.013060255,0
6/1/2012,Manufacturing,530.3,4084,2.54,50.4,7.4,4.7,0.008942161,0
6/1/2012,Construction,421,3024,1.42,53.2,8.4,9.6,0.023334954,0
6/1/2012,Wholesale & Retail Trade,459.2,3912,2.15,43.9,1.8,2,0.004374453,0
6/1/2012,Transportation and Storage,213.4,4137,2.35,46.2,3.5,2.2,0.010416667,0
6/1/2012,Accomodation and Food Services,207.6,1507,1.31,42.4,1.6,-0.9,-0.004316547,0
6/1/2012,Information and Communications,104.9,6107,2.32,41.5,0.5,0.6,0.005752637,0
6/1/2012,Financial and Insurance Services,178.5,7849,3.12,41.1,0.2,1.9,0.010758777,0
6/1/2012,Real Estate Services,86.7,2994,1.9,44.3,1.7,1.2,0.014035088,0
6/1/2012,Professional Services,200.8,5751,2.09,43.2,1.7,2.8,0.014141414,0
6/1/2012,Administrative and Support Services,175.3,2132,0.97,49.1,6.2,4.6,0.026947862,0
6/1/2012,Community & Personal Services,685.6,4076,2.36,42.1,0.6,3,0.00439496,0
9/1/2012,Manufacturing,534,4057,2.54,50.1,7.1,3.7,0.006977183,0
9/1/2012,Construction,430.7,3050,1.42,52.9,8.2,9.7,0.02304038,0
9/1/2012,Wholesale & Retail Trade,459.3,3797,2.15,43.2,1.6,0.1,0.00021777,0
9/1/2012,Transportation and Storage,214.8,3991,2.35,45.9,3.2,1.4,0.00656045,0
9/1/2012,Accomodation and Food Services,209.1,1500,1.31,42.2,1.7,1.5,0.007225434,0
9/1/2012,Information and Communications,105.3,5770,2.32,41.3,0.4,0.4,0.003813155,0
9/1/2012,Financial and Insurance Services,181.4,7544,3.12,41.3,0.2,2.9,0.016246499,0
9/1/2012,Real Estate Services,87.7,2958,1.9,44.6,1.9,1,0.011534025,0
9/1/2012,Professional Services,204.6,5665,2.09,44,2.4,3.8,0.018924303,0
9/1/2012,Administrative and Support Services,175.5,2133,0.97,48,5.1,0.2,0.001140901,0
9/1/2012,Community & Personal Services,686.9,4056,2.36,42,0.5,1.3,0.001896149,0
12/1/2012,Manufacturing,535,4903,2.54,50.2,7.1,1,0.001872659,0
12/1/2012,Construction,441.8,3344,1.42,52.8,8.1,11.1,0.025771999,0
12/1/2012,Wholesale & Retail Trade,466.6,4468,2.15,43.6,1.6,7.3,0.015893751,0
12/1/2012,Transportation and Storage,217.7,4723,2.35,46.2,3.4,2.9,0.013500931,0
12/1/2012,Accomodation and Food Services,217.1,1617,1.31,42,2.2,8,0.038259206,0
12/1/2012,Information and Communications,105.4,6292,2.32,41.7,0.6,0.1,0.000949668,0
12/1/2012,Financial and Insurance Services,183.1,8178,3.12,41.1,0.2,1.7,0.009371555,0
12/1/2012,Real Estate Services,88.4,3453,1.9,44.5,1.9,0.7,0.007981756,0
12/1/2012,Professional Services,207.4,6412,2.09,43.9,2.4,2.8,0.013685239,0
12/1/2012,Administrative and Support Services,175.9,2279,0.97,47.7,4.7,0.4,0.002279202,0
12/1/2012,Community & Personal Services,694.2,5218,2.36,42.1,0.5,7.3,0.010627457,0
3/1/2013,Manufacturing,533.8,5056,2.37,50.2,7.1,-1.2,-0.002242991,0
3/1/2013,Construction,450.3,3799,1.49,53,8.3,8.5,0.019239475,0
3/1/2013,Wholesale & Retail Trade,469.2,4422,2.09,43.4,1.5,2.6,0.005572225,0
3/1/2013,Transportation and Storage,220.2,4492,2.4,45.6,2.8,2.5,0.011483693,0
3/1/2013,Accomodation and Food Services,217,1709,1.29,42.4,2,-0.1,-0.000460617,0
3/1/2013,Information and Communications,106.9,6341,2.38,41.7,0.6,1.5,0.014231499,0
3/1/2013,Financial and Insurance Services,185,10779,3.26,41.2,0.2,1.9,0.010376843,0
3/1/2013,Real Estate Services,89.2,3667,1.91,44.7,2.5,0.8,0.009049774,0
3/1/2013,Professional Services,210.8,6271,2.14,43.7,2.3,3.4,0.016393443,0
3/1/2013,Administrative and Support Services,178.2,2315,1.07,47.3,4.3,2.3,0.013075611,0
3/1/2013,Community & Personal Services,700.5,4940,2.4,42.1,0.4,6.3,0.009075194,0
6/1/2013,Manufacturing,536.1,4269,2.37,50.4,7.4,2.3,0.00430873,0
6/1/2013,Construction,458.8,3093,1.49,53.4,8.6,8.5,0.018876305,0
6/1/2013,Wholesale & Retail Trade,468.1,3930,2.09,43.5,1.7,-1.1,-0.002344416,0
6/1/2013,Transportation and Storage,223.7,4177,2.4,45.4,2.8,3.5,0.015894641,0
6/1/2013,Accomodation and Food Services,219.2,1536,1.29,42.8,2.4,2.2,0.010138249,0
6/1/2013,Information and Communications,111.6,6385,2.38,41.7,0.6,4.7,0.043966324,0
6/1/2013,Financial and Insurance Services,183.6,8234,3.26,41.1,0.2,-1.4,-0.007567568,0
6/1/2013,Real Estate Services,88.7,3151,1.91,44.7,2.5,-0.5,-0.005605381,0
6/1/2013,Professional Services,216.3,5911,2.14,43.8,2.4,5.5,0.026091082,0
6/1/2013,Administrative and Support Services,183,2251,1.07,47.4,4.6,4.8,0.026936027,0
6/1/2013,Community & Personal Services,705.5,4429,2.4,42.1,0.5,5,0.007137759,0
9/1/2013,Manufacturing,539.4,4269,2.37,50.1,7,3.3,0.006155568,0
9/1/2013,Construction,469.5,3093,1.49,53,8.3,10.7,0.023321709,0
9/1/2013,Wholesale & Retail Trade,471.2,3930,2.09,43,1.7,3.1,0.006622517,0
9/1/2013,Transportation and Storage,225.2,4177,2.4,45.9,3,1.5,0.006705409,0
9/1/2013,Accomodation and Food Services,220.2,1536,1.29,43.4,2.4,1,0.004562044,0
9/1/2013,Information and Communications,112.6,6385,2.38,41.7,0.5,1,0.008960573,0
9/1/2013,Financial and Insurance Services,185.8,8234,3.26,41.3,0.3,2.2,0.011982571,0
9/1/2013,Real Estate Services,88.2,3151,1.91,44.3,2.2,-0.5,-0.005636979,0
9/1/2013,Professional Services,221,5911,2.14,43.6,2,4.7,0.02172908,0
9/1/2013,Administrative and Support Services,184.2,2251,1.07,47.8,5.3,1.2,0.006557377,0
9/1/2013,Community & Personal Services,709.8,4429,2.4,42,0.5,4.3,0.006094968,0
12/1/2013,Manufacturing,540.3,4269,2.37,49.9,6.9,0.9,0.001668521,0
12/1/2013,Construction,477.1,3093,1.49,53.5,8.6,7.6,0.016187433,0
12/1/2013,Wholesale & Retail Trade,479.7,3930,2.09,42.9,1.7,8.5,0.018039049,0
12/1/2013,Transportation and Storage,226.5,4177,2.4,46.1,3.3,1.3,0.005772647,0
12/1/2013,Accomodation and Food Services,226.8,1536,1.29,43.2,2.4,6.6,0.029972752,0
12/1/2013,Information and Communications,113.5,6385,2.38,41.5,0.3,0.9,0.007992895,0
12/1/2013,Financial and Insurance Services,187.7,8234,3.26,41.1,0.2,1.9,0.01022605,0
12/1/2013,Real Estate Services,88.9,3151,1.91,44.5,1.8,0.7,0.007936508,0
12/1/2013,Professional Services,222.4,5911,2.14,43.1,1.8,1.4,0.006334842,0
12/1/2013,Administrative and Support Services,187.3,2251,1.07,47.3,4.9,3.1,0.016829533,0
12/1/2013,Community & Personal Services,717.3,4429,2.4,42.1,0.5,7.5,0.010566357,0
